customer_id,customer_name,card_last_four,home_city,home_state,account_age_days
CU93551-518039, Andrea ,4537, Wattsfort ,VT,2239.0
CU9657-116814,Gregory,2161,Port Josephborough,FM,1974.0
CU47668-162681,Adam,4000,Barkerberg,RI,2374.0
CU7688-223248,Judith,9269,East Jasonburgh,MP,1849.0
CU15145-871784,Nancy,9061, Lake Dawnfort ,WI,1861.0
CU56765-240211,Nicole,5514,West Andrewburgh,PR,2161.0
CU24029-598820,Adam,9835,Hortonstad,MT,2003.0
CU12031-817228,Eugene,7756,Smithport,PW,1512.0
CU7449-201703,Michelle,1038,Hoffmanfort,WY,1910.0
CU17523-750459,Mitchell,5398,Lake Derrick,MT,1951.0
CU36819-101954,Natalie,6552,Port David,MD,1854.0
CU33058-721243,Latasha,5949,North Michaelburgh,NY,1920.0
CU74357-399325,Kelly,7131,Williamsside,SD,2270.0
CU79003-438379,Eric,9894,New Connorside,IL,1665.0
CU82482-762155,Diana,1370,East Jose,MS,1848.0
CU91585-880498,Mark,7443,Salasland,TN,2697.0
CU78548-792224,Christopher,6839,Smithhaven,KS,2852.0
CU17822-17645,Brenda,1961,Smithmouth,FM,2083.0
CU68472-392390,Joseph,6929,South Emmaland,LA,1791.0
CU44043-754914,Sara,4026,Heatherfurt,GU,1717.0
CU25408-539086,Vanessa,4961,Tinashire,SC,1483.0
CU10684-218688,Cheryl,5305, Antonioport ,NE,2030.0
CU37776-788442,Anna,5252,Angelahaven,KS,1533.0
CU80324-16790,Brian,4724,North Kayla,NE,1583.0
CU52733-811624,Thomas,4621,South Rickeyborough,NC,1955.0
CU61273-397185,Russell,3487,Murraychester,NH,2053.0
CU49296-653080,Deanna,1313,Reynoldsbury,TX,1934.0
CU69322-849127,Trevor,1275,Maldonadoburgh,PA,1767.0
CU19344-657884,Kevin,9004,Lake Justinview,NH,2126.0
CU69703-966909,Franklin,8724,Kimberlystad,NY,1613.0
CU189-42683,William,4705,Michaeltown,WI,1913.0
CU5815-165642,Kaylee,4427,South Bethborough,AR,1634.0
CU98160-692325,Luke,2955,Lake Maria,SC,1879.0
CU23671-451799,Donna,3045,North Rita,SD,2066.0
CU34465-46622,Tracey,4001,Morrisside,PR,1601.0
CU32177-703589,Amanda,9385,Lake Courtneybury,MS,1973.0
CU48289-270045, James ,8587,West Ryan,ID,1807.0
CU91921-592363,Elizabeth,9323,Lake Michelle,AL,1885.0
CU42387-311965,Amber,2817, Charlestown ,AS,1952.0
CU67645-259592,Christine,1722,Rodriguezshire,CO,2069.0
CU67177-149660,Louis,8268,Luishaven,NY,1680.0
CU71148-205509,Jamie,4913,North Austin,HI,1774.0
CU78930-470793, Arthur ,6925,Port Jessicaberg,MO,1692.0
CU56068-871791,Gregory,9369, East Jeffreyside ,NM,2098.0
CU40737-795616,Joshua,8509,Danielleview,SC,1674.0
CU11155-927497,Alexander,5693,Lake Gailtown,GU,1849.0
CU89524-90754,Sarah,4355,West Sarahhaven,ND,1953.0
CU45855-822305,Caleb,9109, Coxmouth ,WV,1593.0
CU73162-586576,Robert,2957,Ryanborough,NC,
CU76540-311303,Melissa,3966,Port Carol,PA,1923.0
CU34939-198385,Denise,3275, Mooreburgh ,AS,1854.0
CU224-724860,Jeffery,1641,Kevinmouth,KS,569.0
CU28447-498073,Lindsay,9432,Oliviafurt,CO,1871.0
CU37237-598752,Dennis,3030,Dyershire,SC,1781.0
CU87273-731065,Brandon,3361,,AL,1969.0
CU64470-177006,David,2279,Jessicahaven,IA,1724.0
CU34106-25399,James,1130,New Tricia,MH,1831.0
CU72352-16053,Christina,6500,West Elizabethstad,KY,1983.0
CU83491-270624,Amanda,9056,Heatherfurt,UT,1875.0
CU23896-933881,Connor,3718, East Jamietown ,MO,1987.0
CU83634-488279,Kevin,2660,Lisaport,PR,1783.0
CU23656-745014,Mary,6869,Alfredberg,CO,1726.0
CU24833-432959,Brenda,3256,Patriciaside,ID,1797.0
CU27618-956143,Erica,7331,Port Elizabethton,NE,2035.0
CU62537-923211,Alex,6365,Zamoramouth,CT,1744.0
CU47179-447822, Oscar ,5310,West Aaron,SD,2677.0
CU72883-846895,Christopher,2226,South Denise,FM,1869.0
CU90618-955543,Carla,9431,Steelestad,NY,1783.0
CU32649-295661,Deborah,3836,Castilloton,UT,1756.0
CU16587-952088,Krista,5977,Aprilton,DE,2168.0
CU52637-822022,Derek,1309,Port Steven,ID,1307.0
CU87068-20085,Martin,9913,East Bryanmouth,UT,1605.0
CU52773-972342,Cody,2757,Port Leah,CO,1505.0
CU1145-465035,Kathleen,5981,Port Joshuachester,AL,1468.0
CU6969-830372,Daniel,4127,,KS,1741.0
CU70783-338392,Joshua,4322,Collinsmouth,IA,2220.0
CU98437-875198,Diana,3214,Timothymouth,PA,2053.0
CU66047-395415,Beverly,2904,New Danielleville,RI,1789.0
CU81488-578258,Austin,6731,Port John,CO,1144.0
CU15735-933136,Mario,3001,North Kristen,TN,1555.0
CU22964-944539,Amy,9305,Lake Rachel,AR,1815.0
CU65661-971632,Jamie,5437,Jamesville,MO,2290.0
CU65612-13583,Lisa,6801,New Williammouth,IA,1894.0
CU73562-865150,Tony,8794,Rogerton,MD,2477.0
CU44950-953678,Kimberly,2665,New Jill,ND,1740.0
CU49458-11465,Donald,4811,Port Patrickborough,VA,1838.0
CU50221-117230,Caroline,1584,New Tammy,NM,1610.0
CU50775-460648,Stacy,4279,West Shirley,NC,2105.0
CU58254-755469,John,2697,West Christopherhaven,WY,1903.0
CU37894-453197,William,6160,West Reneefort,PA,2056.0
CU67111-56264,Robert,1549,Maynardstad,OR,2047.0
CU53064-714413,Travis,4429,Smithton,IN,2222.0
CU85183-945481,Eric,1414,Harringtonborough,FM,2125.0
CU65636-130497,Donald,1721,Port Ryantown,AZ,1667.0
CU4106-557276,Carlos,9132, Michaelbury ,TX,1746.0
CU10853-561388,Tanya,2363,Port Andreahaven,NV,1589.0
CU76168-652780,Albert,1412,North Jay,RI,1880.0
CU89761-419308,William,1092,Alexisborough,PA,1872.0
CU50106-337751,Nathan,4118,Patriciachester,IN,1548.0
CU59816-899946,Tammy,9625,Mckayshire,RI,3361.0
CU50053-249197,Jasmine,6248,East Sarahside,PR,1815.0
CU1027-275411,Heather,1493,Wardtown,NM,1819.0
CU87873-651405,Eric,8373,Andersonfurt,MI,1703.0
CU58691-784552,Bailey,9049,North Charlesbury,MI,1855.0
CU11871-925617,Sean,9925,South Samantha,OR,1947.0
CU79410-628557,Jessica,6508,Kathymouth,SC,1520.0
CU37789-474928,Kimberly,5112,North Kathleenmouth,NM,1894.0
CU67347-677393,Jessica,5997, Andersonmouth ,TN,1739.0
CU98883-252091,,1169,Brooksshire,ID,1173.0
CU57921-117642,Kristina,5181,Lake Erinhaven,FL,1533.0
CU95437-22825,Brenda,1526,North Karenland,NC,2019.0
CU5351-580984,Sydney,7848,East Staceybury,KS,1800.0
CU74471-984275,Kristy,8328,West Laura,WV,1742.0
CU3694-217592,Andrew,6797,North Raymond,MN,1764.0
CU25479-259910,Christopher,2807,West Lisa,IN,1891.0
CU18635-102133,Chelsea,6304,Lake Cynthia,FM,2702.0
CU12920-753225,Mark,1756,Hendersonmouth,LA,1926.0
CU2227-802959,Robert,5970, Carlchester ,CO,2154.0
CU79102-87769,Amber,3280,Murrayland,AK,1308.0
CU96138-205763,Kristopher,5418,Coxfort,TN,1834.0
CU21402-187934,Heather,5541,Port Kimberlyshire,SC,2020.0
CU93537-65709,Sheila,3815,New Melanie,OK,2187.0
CU8731-865117,Alejandra,3464,New Matthew,AZ,1856.0
CU44427-581996,Rebecca,8881,Harrisburgh,ID,1658.0
CU14392-573154,Caitlyn,2527, Port Catherine ,FL,1900.0
CU60953-140016,Frances,3625,Campbellland,IL,2109.0
CU4217-893632,Angelica,1106,Ernesttown,GU,2152.0
CU85745-596580,Vicki,8229,Brandyborough,MA,1871.0
CU30127-148140,David,6075,Erichaven,AL,2152.0
CU17298-420037,Curtis,1726,Lake Benjaminberg,HI,1738.0
CU34732-444890,Michael,1333,Erictown,UT,2095.0
CU17321-702341,Anthony,3516,Davidfort,WA,1593.0
CU55629-47719,Scott,1813,Owensfurt,OK,1575.0
CU58740-747355,Robert,7362,South Jason,TN,1717.0
CU78101-991118,Nathan,4017,Courtneyshire,NJ,1959.0
CU13305-576803, Brian ,9626,New Sonya,NM,2197.0
CU30830-104336,Brandon,6705,Natalietown,MI,2081.0
CU2633-639459,Jennifer,4560,Lake Laurenshire,CA,1899.0
CU23953-810846,Molly,3818,South Shawn,WV,2138.0
CU58684-86002,Carl,6590,Rosalesport,IN,1944.0
CU50404-312498,Richard,5938,East Jessica,KY,1710.0
CU57136-252908,Amy,5121, Wyattchester ,NM,2017.0
CU4414-161612,Michael,3798,Port Erictown,AK,2033.0
CU48016-363443,Linda,4561,Lake Jacobmouth,NJ,1572.0
CU51987-365392,David,2297, North Anthonyland ,PR,1599.0
CU12012-994066,Jason,7277,South Barrymouth,FL,1661.0
CU50099-199670,Jennifer,3470,Lake Jimmy,VT,1723.0
CU75072-211298,William,8001,New Jacquelinechester,NJ,2010.0
CU65401-826397,Jessica,1386,,FL,1920.0
CU90613-744606,Kenneth,9793,Christinaview,ID,1937.0
CU14878-674833,Joshua,7939,Port Casey,MN,1915.0
CU31335-739052,Karen,1808,Currymouth,AK,1667.0
CU79357-160864,Tara,3442,Douglasborough,AL,1867.0
CU67130-582715,Claire,9843,Johnsonchester,WA,1760.0
CU20542-98382,Nicholas,4948,East Christopher,VI,2055.0
CU41676-68770,Robyn,4968,Larsonburgh,NJ,2062.0
CU44976-341615,Cynthia,4351,Thomasbury,NV,1872.0
CU49005-199729,Elizabeth,6865,West Michelleton,CO,1691.0
CU56754-697807,Michelle,3391,Lake Adambury,IL,2074.0
CU51555-550416,Monica,7223,Christophershire,PR,1729.0
CU84632-656151,Jill,7777,Lake Dennis,AZ,2143.0
CU67364-25037,Mark,3847,South Tannerstad,MI,2031.0
CU55679-367754,James,3050,New Peter,IN,2264.0
CU15857-335702,Kathleen,1806,Aliport,MI,1923.0
CU89590-902958, Tyler ,3780,Washingtonshire,NM,2073.0
CU78896-346486,Natalie,9826,East Kimberly,ND,1572.0
CU68983-540911,Natasha,1420,Davisview,MA,2204.0
CU80880-530883,Julian,4705,Lake Carolfurt,OR,1619.0
CU86958-740840,Douglas,8086,South Tammyfort,OK,2256.0
CU66330-321319,Michael,4344,North Jennifer,MA,1921.0
CU8698-66966,Catherine,5418,Donaldton,DC,1950.0
CU31567-148249,Donna,7894,South Kaitlyn,DC,1699.0
CU18428-388461,Stacy,8722,West Kristin,NM,1706.0
CU4480-347688,Jose,9968,Port Sarah,RI,1955.0
CU80824-33254,Alexis,7464,Deborahmouth,FM,1675.0
CU76732-110160,Charles,7217,West Clayton,FM,578.0
CU43375-314363,Virginia,2779,Port Angelport,UT,2594.0
CU92132-858131,Rebecca,7505,East Kimberly,MS,1817.0
CU53950-625510,Kathryn,5414,South Heidi,IN,1901.0
CU62159-781597,Cynthia,5838,East Luishaven,KS,1922.0
CU88772-516394,Stephanie,7394,South Devin,WI,2100.0
CU7572-665858,Tammy,4899,Port Kimberly,,338.0
CU64950-995034,Eddie,3027,Smithbury,IA,1907.0
CU85390-623843,Joy,1136,Lake Tammyport,WV,3059.0
CU47319-983090,Deborah,6466,East Michelle,CO,1288.0
CU10228-175419,Kevin,9636,East Catherinefurt,RI,1957.0
CU34347-799906,Leslie,1520,Robertmouth,IL,3281.0
CU91895-886279,Jeff,1415,Janicefort,TX,1625.0
CU24754-689112,Douglas,6406,Ericbury,NV,1868.0
CU60894-638562,Thomas,1865,Grimesfurt,WA,2015.0
CU64288-251214,Angelica,4719,Cannonmouth,VT,1755.0
CU72457-404791,Julie,9950,Lake Christina,ID,2069.0
CU37461-586110,Robert,7965,Thompsonville,ME,1718.0
CU85856-632087,Stuart,6113,Muellermouth,AS,2227.0
CU1187-434560,Ricky,2378,Thomasmouth,DE,2014.0
CU59844-999775,,3136,Scottstad,IL,1422.0
CU35115-880021,Ashley,3334,Lisaland,MA,1883.0
CU14006-893690,Julian,3105,Littleland,KY,1823.0
CU92026-359683,Brian,7294,New Joseph,PA,1574.0
CU54368-201892,Deanna,5879,Ericaton,NM,2195.0
CU26299-940697,Michael,5979,East Danstad,VA,1873.0
CU92666-843497, Breanna ,1830,Patriciamouth,MN,2097.0
CU7413-699377,Katelyn,9786,Robinberg,OR,1835.0
CU82699-365711,Corey,6850,West Charlesborough,MS,1784.0
CU2875-603811,Danielle,6206,Faulknerburgh,UT,2008.0
CU68034-115536,Charles,4642,Port William,IL,2109.0
CU87953-256552,Samantha,8067,Emilymouth,OK,1610.0
CU40977-93700,Victoria,5692,Noblefort,RI,1639.0
CU73385-59277,Mckenzie,4644,South Christopherburgh,AK,
CU67355-684367,Tasha,9626, East Misty ,MA,1616.0
CU89126-188430,Aaron,3927,New Debra,AZ,1729.0
CU74860-936170, Susan ,8388,West Stephanie,OK,2242.0
CU68026-903786,Susan,9724,Jocelynshire,AK,1713.0
CU21581-838254,Amanda,7209,Gabrielaview,SD,1426.0
CU29025-415982,Donna,6752,East Nicholasside,MP,1965.0
CU12932-504490,Brenda,8715,Lake Jeffreyburgh,RI,1625.0
CU3222-138878,Robert,9006,Kirbymouth,AZ,1865.0
CU39976-207648,Clayton,2874,South Jared,SD,1986.0
CU29881-725053,Steven,7611,Jacquelinechester,PR,1665.0
CU43539-42274,Amanda,5617,Port Kristenville,HI,2106.0
CU23876-268537,Andrew,6097,North Dylan,FM,1808.0
CU67718-801831,Robert,6316,Webbville,MP,1686.0
CU58665-525232, Amanda ,7967,East Zachary,ID,1949.0
CU77707-686668,Mark,9801,Barberton,KS,2060.0
CU33300-427132, Lawrence ,8419,West Sarastad,GU,1659.0
CU61809-129227,Megan,1398, Moralesland ,WA,1783.0
CU91160-250312,Kelsey,8991,Port Michael,PW,1713.0
CU81170-454238,Melissa,2762,South Amanda,NH,1279.0
CU55733-583809,Dana,5414,Shawside,CO,1936.0
CU43881-735116,Jasmine,2933,East Anthony,TN,1716.0
CU51735-935598,Laura,4647,North Kelly,MD,1527.0
CU29285-767613,Joshua,2975,Port Sarahbury,WI,1749.0
CU13256-391217, Jesse ,7122,Juliehaven,UT,1717.0
CU32616-447948,Daniel,7474,Port Leah,PA,1918.0
CU93903-212523,Sheila,3634,Robinsonside,MT,1957.0
CU83854-153148,Julia,4133,Lake Sharonfort,SC,2383.0
CU71260-561819,Nathaniel,9160,East Laurenfurt,AL,1664.0
CU89972-794284,Joshua,5356,Meyerton,VI,1859.0
CU4185-562992, Chase ,7401,Josephshire,UT,1904.0
CU43908-942937,Erin,7764,Shanetown,DE,1869.0
CU46503-332728,Robert,1444,East Jennifer,UT,1848.0
CU21690-587128,Mary,9287,West Heidi,PA,2024.0
CU83357-886607,Erin,3456,South Shawnshire,ME,1896.0
CU48754-123421,David,9261,East Keith,MP,1887.0
CU15170-783272,Whitney,8819,Lake Elijahfurt,ND,2093.0
CU34064-637887,Cheryl,1755,Shirleyfurt,MO,1935.0
CU53618-382716,Laura,8403,Stephenstown,DE,2001.0
CU31102-653558,Tracy,5510,Mullenfort,AK,1772.0
CU18288-916510,Kristopher,2135,Tonibury,RI,1708.0
CU91672-587222,Mindy,3900,Lauraview,ME,1844.0
CU92399-33921,Tammy,2837,Harriston,NV,1874.0
CU1880-284059,Bryce,2183,New Michelle,VI,1999.0
CU69146-954413,Erin,8718,Rossberg,CT,1571.0
CU60438-389549,Rachael,7614,South Jonathanland,OH,1636.0
CU94183-375424,Wendy,3987,Port Cherylshire,AK,1630.0
CU8044-342694,Christine,8391,Owensfurt,HI,1780.0
CU30995-626587,Anthony,9760,Cindymouth,ID,1405.0
CU10023-778434,Jacqueline,4907,Port Dana,DC,1409.0
CU2947-772344,Alicia,1119,East Brian,MS,1975.0
CU14814-842444,David,2541,North Matthewstad,ID,1893.0
CU91839-320531,Sarah,9851,North Juan,MI,2166.0
CU28322-306486,Cynthia,9839, Travisport ,MD,1883.0
CU42855-474713,Amanda,1878,East Richard,MI,1888.0
CU72693-11572,Todd,3064,Port Amanda,OK,2193.0
CU97499-611380,Katherine,1879,Thomaston,NM,165.0
CU86866-482528,Robert,9414,Greerland,NH,2129.0
CU80923-107859,Carol,7758, South Timothyborough ,MN,1677.0
CU72866-115057,Victoria,8375,South Robertmouth,VA,1708.0
CU75822-348319,Patrick,1944,Port Ryanmouth,AS,1726.0
CU86253-561922,Alexandra,6419,Port Josephberg,MT,1799.0
CU84900-275450,Joshua,8426,New Eric,MH,1821.0
CU87871-78125, Catherine ,3276,East James,IA,1607.0
CU6075-53128,Kathleen,4575,West Dakota,NY,2047.0
CU28412-918088,Helen,2295,Lake Amymouth,TN,2654.0
CU94178-705219,Stacey,2534,New Williammouth,UT,2200.0
CU24078-700732,Devin,8789,New Danielborough,OR,2149.0
CU15435-123897,Kayla,2463,Hillmouth,AL,2020.0
CU43993-243206,David,2121,Seanview,NM,1876.0
CU75269-338500,Kimberly,9784,Jacobberg,RI,2139.0
CU56627-979179,Nathan,1686, Lake Joel ,ND,1703.0
CU92350-170810, Michelle ,9661,Christophermouth,NE,1684.0
CU42709-648753,Ellen,5766,,AK,2000.0
CU2812-837840,Audrey,7304,Chadborough,NE,1834.0
CU94481-84593,Kyle,4642,Richardland,ND,2018.0
CU13818-666627,John,1302,West Allison,AR,2040.0
CU78191-602249,Eric,2201,Bakershire,AZ,1786.0
CU11580-50729,Jessica,4016,Shepardmouth,VA,2160.0
CU13195-81281,Anthony,3571,New Jeffreyfurt,WI,1719.0
CU24076-64175, Beth ,4345,South Kimberly,ID,1679.0
CU64289-94858,Natalie,1849,Port Amyland,SD,2132.0
CU63375-673869,Megan,1964,Lambchester,NV,1548.0
CU6086-777504,Melissa,1917,Port Robert,WY,1918.0
CU45006-22781,Christopher,9341,West Jamesfort,WY,1728.0
CU41849-197477,Emily,1139,Timothyfort,AZ,1881.0
CU80736-574552,Lisa,6754,Fischermouth,GA,1619.0
CU58089-497692,Julie,3739,Nicholschester,TN,1988.0
CU45146-109786,Thomas,9379,,LA,183.0
CU39991-99857,Raymond,6733,Foxmouth,RI,1561.0
CU11678-146431,James,2860,Tracychester,CA,1907.0
CU30347-701601,Charles,6732,Lake Kennethport,TX,1957.0
CU27847-726920,Michael,3974,South Charles,LA,1775.0
CU74741-695882,Cesar,3628,,AL,2194.0
CU35074-336517,Joshua,5787,Olivermouth,NY,1920.0
CU21045-589298,Matthew,7777,South Samanthaside,NV,1997.0
CU73873-84466,Gail,4810,East Mario,VA,1788.0
CU73231-686874, Catherine ,9744,Laneville,ME,1969.0
CU47948-520744,Marcus,7730, Paulahaven ,NM,1758.0
CU97552-911714,Brian,1665,West Christopherview,MH,1709.0
CU31934-651369,Brianna,6600,West Monicatown,TN,1793.0
CU8573-619003,Janice,1516,Jimmyview,CO,1827.0
CU93920-327496,Bobby,1020,Lynchhaven,,1897.0
CU69315-203185,Kevin,3923,Angelaport,WI,2796.0
CU31125-244018,Debra,7050,North Scott,FL,1774.0
CU86337-145432,Patricia,5853,Peckview,ME,1989.0
CU13217-591945,Nicholas,9277,Mariobury,VI,965.0
CU94407-273713,Holly,4040,Hollowayberg,NH,1920.0
CU28751-860800,James,7943,Harringtonstad,IA,310.0
CU5113-630145,Robert,2313,North Donald,PR,1503.0
CU66997-423422,Kevin,1491,New Josephport,MA,1849.0
CU70326-571743,Desiree,,Jamesland,MI,1985.0
CU91086-777442,Angela,1943,Phillipsville,PA,2071.0
CU84654-591766,Laura,8580, Michaelport ,WV,1902.0
CU19770-455167, Christopher ,7450,South Keith,CT,2046.0
CU63601-663800,Linda,1891,Travisport,GA,1999.0
CU31259-219645,Jodi,5332,Ericborough,GA,1934.0
CU55707-632592,Kimberly,1653,Meganland,NJ,1603.0
CU33859-587760, Robert ,6058,Richardville,NJ,1928.0
CU47086-919120,Melinda,9253,Pattersontown,NY,1924.0
CU80839-121921,Veronica,2976,Parkerstad,CT,1935.0
CU37242-531087,Nicholas,9031,South Deborah,ND,1636.0
CU16029-568171,Marcus,9504,Port Natalieside,SD,1869.0
CU26860-335092,Brenda,4710,Justinton,LA,1447.0
CU18748-608697,Kelly,8795,East Joseview,MP,1037.0
CU24735-853533,Janet,3230,East Jeremyburgh,FM,2015.0
CU2189-129645,Kristin,2109,Evanshaven,NH,1841.0
CU16302-793971,Angela,4745,Richardsonview,CT,1775.0
CU66583-614956,Thomas,2119,West Ryan,WY,2153.0
CU32755-944735,Spencer,2285,,TN,1920.0
CU83468-539585,Stephanie,1261,Johnsonmouth,MS,1774.0
CU62303-585035,Emily,4632,Michelleland,NY,1774.0
CU92509-975917,Sarah,6243,Kirkside,IA,2201.0
CU22154-918915,Regina,7439,Bensonberg,MP,1560.0
CU15452-93550,Susan,5292,South Stephen,VI,1881.0
CU72096-850046,Matthew,6433,Port David,MO,1869.0
CU25185-97588,Lisa,,Pearsonview,WA,1585.0
CU61533-400279,Daniel,5157,Angelaport,VT,1615.0
CU2551-585735,Daniel,6655,South Chadshire,MS,1816.0
CU33613-171534, Eric ,9584,Lake Kristinfurt,MH,2159.0
CU53019-951388,Alex,7599,Brownstad,CT,1941.0
CU30696-95719,Bryan,7518,South Brandonland,MI,1787.0
CU79026-725122,Daniel,9595,North Juliaburgh,MS,2239.0
CU19729-679435,Kristy,7988,Ellisonchester,KY,1897.0
CU32386-864462,Regina,6317,West Evanberg,CA,1580.0
CU7822-193276,James,6432,Port Erictown,ND,1672.0
CU36828-833484,Ashley,8367,Lisahaven,CT,2883.0
CU10999-582408,Jessica,6712,West Bonnieville,IN,1636.0
CU78530-928578,Taylor,2346,Palmerside,UT,1455.0
CU86822-332412,William,7369, Genemouth ,RI,2232.0
CU32735-347024,Deanna,8664,Parrishshire,MI,1986.0
CU62264-681862,Spencer,7185,Lake David,RI,1780.0
CU98070-65040,Pamela,4540,Williamsside,CT,1774.0
CU57655-369613,Jay,3910,Ricardomouth,KS,1878.0
CU61851-108593,Michael,5620,New Crystalburgh,MH,
CU10989-920747,Catherine,4711,New Kristina,KS,1761.0
CU34706-652429,Mitchell,1728,West Olivia,IA,1919.0
CU14810-46535,Kara,3715,Ronaldport,MD,1850.0
CU3900-179596,Stephen,3150,Port Laurenshire,DC,1741.0
CU88136-237901,Nicole,7113,South Donnabury,SD,1952.0
CU2457-357076,Erika,1371,Katherineport,CA,1686.0
CU24135-567702,Michele,6639,Bakershire,LA,1913.0
CU53969-178070,Sandra,3125,Thomaston,WY,1807.0
CU77549-848027,Laura,3778,Stephaniechester,PA,1386.0
CU40700-849795,Alicia,4761,East Vicki,RI,1641.0
CU68169-314600,Hannah,2835,Port Aliciamouth,HI,53.0
CU59816-553088,Isabella,5764,South Joshua,SC,1785.0
CU89496-577434,Debra,9201,Webbshire,MI,1830.0
CU18389-359133,Jasmine,4595,Judithtown,CO,1396.0
CU94524-443789,,9592,North Shelly,MS,1949.0
CU23096-660291,George,2329,Port Matthewstad,MP,1856.0
CU82418-168931,Jessica,2113,Lake Heather,AR,1866.0
CU85637-334316,Raymond,2722,Millerberg,MO,1509.0
CU2347-564837,Mark,6413,Jacobhaven,SD,1866.0
CU66428-643714,Matthew,8284,West Johntown,SD,1760.0
CU20634-81916, Tony ,2513,Moorehaven,WY,1910.0
CU4328-915171,Connie,5386,West Jeffreyborough,AK,1769.0
CU8235-980745,Martha,8703,Melissatown,HI,1881.0
CU342-362261,Selena,2139,Port Linda,HI,1971.0
CU89380-823969,Samuel,9078,South Benjaminberg,AS,1979.0
CU63885-649283,Sean,5547,Schneiderport,RI,2020.0
CU23527-333381,Andrew,2554,West David,TN,2015.0
CU88482-987142,Jonathan,2187,Stacyville,CT,1735.0
CU38163-299475,Stephen,8953,Port Brian,MO,2254.0
CU62789-331738,Amber,5545,East Morganview,AR,1906.0
CU70401-410812,Carolyn,1914,Williamberg,VA,1811.0
CU26366-730052,Laura,8631,Melanieport,RI,1718.0
CU94441-526236,John,8921,Colebury,MH,1784.0
CU19342-536186,,3808,West Glenda,GU,
CU34485-422621,Kaitlin,3466,Michaelstad,UT,1926.0
CU43848-661913,Jose,3014,South Frankport,MD,1504.0
CU58402-831333,James,2515,South Sean,IA,2130.0
CU61359-685625, Bridget ,7370,Cruzport,WI,1823.0
CU20066-426874,Pamela,4824,Lake Nicole,ND,
CU64095-969844,Richard,1842,Kevinville,MH,
CU26838-323737,Cameron,2366,Port Beckyburgh,UT,1717.0
CU39340-198720,Rachel,2937,East Laurenfurt,ID,1813.0
CU25648-554413,Kenneth,5277,New Daleview,NC,2218.0
CU98719-688097,David,3120,South Shawnaside,DC,2219.0
CU47089-506131,Dennis,2926,Allenstad,KY,1712.0
CU14160-469111,Michael,6132,North Paul,FM,1653.0
CU95002-363176,Craig,5717,Port Kaitlinville,ID,1959.0
CU6794-314101,Brian,7072,Andersonside,WV,1931.0
CU90528-90913,Stephanie,3353,Heatherfort,NE,2046.0
CU51477-748322,Samuel,1387,Port Randy,VT,2023.0
CU403-927118,Stephen,2349,Marvintown,NY,1999.0
CU86725-971971, Michelle ,2176,Port Jeanetteport,OR,1812.0
CU25927-966252,Natalie,3936,Durhamview,DC,1783.0
CU67784-921472,Ashley,4011,East Michael,RI,2062.0
CU17398-830846,Matthew,8931,Cannonbury,ND,2140.0
CU87504-915066, Brian ,7778,South Jennifer,MD,1840.0
CU65118-507342,Steven,,Reynoldston,WA,1604.0
CU23995-569129,Kyle,3841,New Josephport,KS,1783.0
CU77830-95274,Jennifer,7422,Port Danielton,NE,1943.0
CU76406-601596,Bobby,8541,Hughesmouth,PR,2159.0
CU3294-814069,Devon,8772,Port Donaldchester,WV,1978.0
CU88336-349133,Elizabeth,7122,North Patrick,OR,1845.0
CU29764-510974,Katherine,7471, Freemanshire ,DE,2139.0
CU72152-674841,Gerald,1507,New Alex,MS,1426.0
CU16824-118979,Joshua,8088,West Samuelstad,KS,1761.0
CU61397-905157,Stacy,3234,Grantport,TX,2067.0
CU90422-55159,Corey,4197,West Paulmouth,MP,1511.0
CU23870-924360,Shawn,3069,South Samantha,OH,2100.0
CU48873-84269,Christian,5497,New Linda,NE,1968.0
CU47058-779569,Meghan,7795,North Wendyview,SD,3520.0
CU180-276525,Savannah,3654,North Richardport,AS,1862.0
CU10448-24563,Anthony,5735,Lake Aprilland,MI,1913.0
CU4089-712227,Bryan,3578,South Kristenview,MA,2104.0
CU79210-923734,Steven,2132,Port Claudiamouth,UT,2199.0
CU21687-767469, Danielle ,8051,Clarkview,NJ,2164.0
CU84488-102980,Ronald,1549,Lisamouth,VA,1918.0
CU90240-270871,Kristopher,1263,Brucestad,NJ,
CU83630-540847,Jennifer,5428,East Brendafort,KY,113.0
CU85076-975666,Allison,2043,Paulahaven,NV,1890.0
CU14453-12761,Mark,4691,Port Aliciamouth,VI,1713.0
CU64380-979762, Benjamin ,9487, Bryantville ,NC,
CU17269-892154,James,3074,Port Kimberlyshire,NH,2159.0
CU97720-514111,Sarah,4652,Anthonyport,AK,1639.0
CU88450-172824, Peter ,2269,Powellburgh,NE,1606.0
CU73904-893908,Rachel,6982, Williamshaven ,VA,2134.0
CU108-387589,Brittany,2438,East Tanya,MI,1967.0
CU51169-45222,Cassandra,5063,Vargasstad,LA,1846.0
CU41413-810974,Krystal,5039,North Emily,GU,1551.0
CU64844-600005,Holly,5472,New Dariushaven,IL,2047.0
CU89867-418813,Matthew,5527,Pooleton,AZ,1389.0
CU46799-805030,Jessica,8162,Melissafort,WA,1817.0
CU37457-690699,Taylor,4362,New Michael,KY,1584.0
CU7465-987333,Michelle,8225,East Nicole,HI,1841.0
CU31131-344967,Ricky,9449,Lake Thomasborough,ME,1703.0
CU70231-89197,Becky,9116, Lake Haley ,LA,1957.0
